SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,ORIGINAL (G10 & B12) SHOULD BE INSTALLED BEFORE COMM
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,GROUTING OF SUPPORT S3 SHALL BE DONE BEFORE COMM
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,ORIGINAL G7 SHOULD BE INSTALLED BEFORE COMM
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,ORIGINAL G8 SHOULD BE INSTALLED BEFORE COMM
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,ITEM B12 STUD BOLT  1 1/2*330 MUST BE INSTALLED BEFORE PRECOMM
4000-02,PI,4000-02-LPS-02-367,PI_TP,C,ITEM B12 STUD BOLT  1 7/8*330 MUST BE INSTALLED BEFORE PRECOMM
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ALL TEMPORARY SUPPORT SHALL BE REMOVED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ALL ORIGINAL SUPPORT SHALL BE INSTALLED AND COMPLETED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,LINE SHALL BE STRAIGHT ON TOP OF STRUCTHED
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,HISTORY SHEET SHALL BE CHENG END AFTER
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:5 (CAP SC) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,C,ITEM 18 (TI-7074) SHOULD BE INSTALLED BEFORE PRECOM
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ITEM 8 (HOSE COUPLING) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:15 (CAP SC) SHALL BE INSTALED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:34 (CAP SC) AND J:38 (HOSE COUPLING) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ITEM 11 (CAP SC) AND F15 SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,C,(FT-5068) SHALL BE INSTALLED BEFOR ORECOM
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:32 (CAP SC) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:7 AND J:28 (CAP SC) AND BLIND FLANGE ITEM (F19) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,C,ITEM 15 (PT-5069) SHOULD BE INSTALLED BEFORE PRECOM
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,(PV-5069) SHALL BE REMOVED BEFORE HYDRO TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:42 (CAP SC) SHALL BE INSTALLED AFTER HYDRO TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:7 (CAP SC) AND BLIND FLANG (F8) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,ITEM 8 (HOSE COUPLING) AND ITEM 5 (CAP SC) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,LINE BETWEEN J:15 UP J:18 SHALL BE DONE ASBUILT
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:34 (HOSE COUPLING) AND J:30 (CAP SC) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-03-368,PI_TP,B,J:59 (CAP SC) SHALL BE INSTALLED AFTER TEST
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ALL SUPPORT SHALL BE INSTALL
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL ACCORDING TO PRECOMM COMMENT
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ALL SUPPORT FOUNDATION DIDN’T COMPELETE ACCORDING TO CIVIL PAVING
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,AFTER PAVING COMPELETE GROUTING SHALL BE COMPELETE
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ORIGINAL BOLT FOR CHECK VALVE DIDN’T INSTALL NIS
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL
4000-02,PI,4000-02-LPS-04-518,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL
4000-02,PI,4000-02-LPS-05-527,PI_TP,C,PAVING AND GROUTING FOR SUPPORTS SHALL BE DONE
4000-02,PI,4000-02-LPS-05-527,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL
4000-02,PI,4000-02-LPS-05-527,PI_TP,C,ALL TEMPORARY GASKET SHJALL BE REPLACED BY ORIGINAL
4000-02,PI,4000-02-LPS-05-527,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-02,PI,4000-02-LPS-05-527,PI_TP,C,THE VENT HOLE OF DUMMY AND FLOOR STAND (SUPPORT) SHALL BE FILLED WITH MASTIC AFTER PAINTING
4000-02,PI,4000-02-LPS-06-712,PI_TP,C,THE INSTRUMENT DEVICE (SL:7056) SHALL BE INSTALL BEFORE PRECOMM
4000-02,PI,4000-02-LPS-06-712,PI_TP,C,"ORIGINAL GASKET (32""-CL:150) FLAT RING SHALL BE INSTALL BEFORE PRECOMM"
4000-02,PI,4000-02-LPS-07-719,PI_TP,C,(TG 7138) | (PG7138) SHALL BE INSTALL BEFORE PRECOMM
4000-02,PI,4000-02-LPS-07-719,PI_TP,C,ALL GASKET IS TEMPORARY INSTALL AS PRECOMM ORDER (ORIGINAL WILL INSTALL BY THEM)
4000-02,PI,4000-02-LPS-07-719,PI_TP,C,|STEAM TRAP|CHECK VALVE BOLT| SPRING SUPPORT IS NIS
4000-02,PI,4000-02-LPS-08-720,PI_TP,C,(TG7139) | (PG7139) SHALL BE INSTALL BEFORE PRECOMM
4000-02,PI,4000-02-LPS-08-720,PI_TP,C,ALL OF GASKETS ARE TEMPORARY AS ORDER BY PRECOMM GROUP
4000-02,PI,4000-02-LPS-08-720,PI_TP,C,EXPANSION JOINT|STEAM TRAP|CHECK VALVE BOLT| SPRING SUPPORT IS NIS
4000-02,PI,4000-02-LPS-12-972,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-02,PI,4000-02-LPS-13-973,PI_TP,C,SPRING SUPPORT IS NIS
4000-02,PI,4000-02-LPS-14-974,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALL AFTER TEST
4000-02,PI,4000-02-LPS-16-983,PI_TP,C,HOSE COUPLING SHALL BE INSTALLED AND J:24TN MUST BE WORK AND HISTORY UPDATE
4000-02,PI,4000-02-LPS-16-983,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-02,PI,4000-02-LPS-17-984,PI_TP,C,ALL VALVE SSHALL BE LUBRICATE
4000-02,PI,4000-02-LPS-18-985,PI_TP,C,THE INSTRUMENT DEVICE SHALL BE INSTALL BEFORE PRECOMM
4000-02,PI,4000-02-LPS-18-985,PI_TP,C,ALL INSTALLED VALVE SHOULD BE LUBRICATE
4000-02,PI,4000-02-LPS-18-985,PI_TP,C,ALL TEMPORARY GASKET MUST BE REPLACED WITH ORIGINAL BEFORE PRECOMM
4000-02,PI,4000-02-LPS-20-968,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALL
4000-02,PI,4000-02-LPS-20-968,PI_TP,B,ALL COUPLING SHALL BE INSTALL
4000-02,PI,4000-02-LPS-20-968,PI_TP,B,STEAM TRAP (ITEM16) SHALL BE INSTALL
4000-02,PI,4000-02-LPS-22-975,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-02,PI,4000-02-VA-01-440,PI_TP,C,SPRING SUPPORT (SP-1412) SHALL BE INSTALL BEFORE PRECOMM
4000-02,PI,4000-02-VA-01-440,PI_TP,C,"GASKET FLAT RING 30""-CL-150 SALL BE INSTALL BEFORE PRECOMM"
4000-02,PI,4000-02-VA-03-443,PI_TP,C,ALL PRESSURE SAIFTY VALVES MUST BE UNINSTALLED AND CALIBRATED AND INSTALLED WITH ORIGINAL GASKETS BEFORE PRECOMM
4000-02,PI,4000-02-VA-04-444,PI_TP,C,TEFLON SHEET SHALL BE INSTALLED AND COMPELETE
4000-02,PI,4000-02-VA-04-444,PI_TP,C,ACCORDING TO TQ(SMP-TQ-PI-AG039) TEFLON SHEET SHIZE IS CHANGE
4000-02,PI,4000-02-VA-05-563,PI_TP,C,TEMPORARY GASKET IS INSTALL AS PRECOMM ORDER
4000-02,PI,4000-02-VA-05-563,PI_TP,C,SPRING SUPPORTS DIDN’T INSTALL | NIS
4000-03,PI,4000-03-MPS-01-457,PI_TP,C,J-37 MUST BE NDT AFTER TEST
4000-03,PI,4000-03-MPS-01-457,PI_TP,C,ORIGINAL G & B & N UST BE INSTALL
4000-03,PI,4000-03-MPS-01-457,PI_TP,C,TIE-IN DIDN’T WELD . SHALL BE COMEPELTE WITH OPPOSITE LINE
4000-03,PI,4000-03-MPS-01-457,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL ACCORDING TO PRECOMM NOTE
4000-03,PI,4000-03-MPS-02-458,PI_TP,C,TIE IN DIDN’T WELD SHALL BE DONE WITH OPPOSITE LINE
4000-03,PI,4000-03-MPS-02-458,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL ACCORDING TO PRECOMM NOTE
4000-03,PI,4000-03-MPS-02-458,PI_TP,C,J-14 MUST BE NDT AFTER TEST
4000-03,PI,4000-03-MPS-02-458,PI_TP,C,ORIGINAL G & B & N UST BE INSTALL
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,PAVING & GROUTING SHALL BE COMPELETE
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,ALL INSTRUMENT INDICATOR SHALL BE INSTALL AFTER REINSTATE
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORTS (SP:1505|1506-TYPE-41) SHOULD BE INSTALLED BEFORE PRECOMM
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORTS (SP:1505|1506-TYPE-41) SHOULD BE INSTALLED BEFORE PRECOMM
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORTS (SP: 3102-TYPE-60) MUST BE INSTALLED
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORTS (SP:3106|3107-TYPE-60) SHALL BE INSTALLED
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORTS (SP:3106|3107-TYPE-60) SHALL BE INSTALLED
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,SPRING SUPPORT SHALL BE INSTALL
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,ALL TEMPRARY GASKET USED FOR THE INSTARUMENT DEVICES SHALL BE REPLACED WITH ORIGINALS (ALL PSV AND FT AND PV AND SL AND STEAM TRAPS)
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,"THE CONTROL VALVE-24""-CL:600 (PV:3042) AND RELATED STUD BOLTS AND GASKET MUST BE INSTALLED"
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,STUD BOLT 1 5/8*290 5PCS NIS MUST BE INSTALLED
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,"STEAM TRAPS 1/2""-CL-600 NIS SHALL BE INSTALLED AND RELATED STUD BOLTS AND GASKETS"
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,"STEAM TRAPS 1/2""-CL-600 NIS SHALL BE INSTALLED AND RELATED STUD BOLTS AND GASKETS"
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,GLOBE VALVE HANDLES IN THE EXISTING INSTALLED CONDITION ARE NOT ACCESSIBLE FOR OPERATORUSE SHALLL BE MODIFING
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,GLOBE VALVE HANDLES IN THE EXISTING INSTALLED CONDITION ARE NOT ACCESSIBLE FOR OPERATORUSE SHALLL BE MODIFING
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,GROUTING UNDER THE BASE PLATE OF THE SUPPORTS ARE NOT BEEN DONE. MUST BE DONE BEFORE PRECOMM
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,GLOBE VALVE HANDLES IN THE EXISTING INSTALLED CONDITION ARE NOT ACCESSIBLE FOR OPERATORUSE SHALLL BE MODIFING
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,GLOBE VALVE HANDLES IN THE EXISTING INSTALLED CONDITION ARE NOT ACCESSIBLE FOR OPERATORUSE SHALLL BE MODIFING
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,THE WELDING FLOOR STANDS SUPPORTS MUST BE DONE AFTER INSTALLING SPRING SUPPORTS AND OTHERS
4000-03,PI,4000-03-MPS-03-723,PI_TP,C,ALL VENT HOLE OF THE DUMMY AND SUPPORTS SHALL BE FILLED WITH THE MATIC AFTER PAINTING
4000-03,PI,4000-03-VA-01-441,PI_TP,C,SPRING SUPPORT (SP-1418) SHALL BE INSTALL BEFORE PRECOMM
4000-03,PI,4000-03-VA-01-441,PI_TP,C,"ORIGINAL GASKET (24""-CL:150) FLAT RING SHOULD BE INSTALL BEFORE PRECOMM"
4000-03,PI,4000-03-VA-02-307,PI_TP,C,S7(1-HR-121-4-N) BETWENN J:13|15 DIDN’T INSTALL. NIS
4000-04,PI,4000-04-AM-01-495,PI_TP,C,LINE SHALL BE CONNECT TO 7002
4000-04,PI,4000-04-AM-01-495,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,SPRING SUPPORTS SHALL BE INSTALL BEFORE PRECOM
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,ALL TEMPORARY GAKETS USED FOR PSV| STRAINERS AND NOZZLE PUMPS SHOULD BE REPLACED ORIGINAL GASKETS BEFORE PRECOMM
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,THE WELDENIG OF FS SUPPORTS WICH HAVE NOT BEEN DONE FOR ALIGNMENT THE PUMPS MUST BE WELDED BEFORE PRECOMM
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,P-7001A NOT INSTALLED SHALL BE INSTALLED BEFORE PRECOMM
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,"THE INSTRUMENT ITEM (AT-7099-1""-NPT) AND (AP-7100-3/4""-NPT) MUST BE INSTALLED BEFORE PRECOM"
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,THE INSTRUMENT ITEM (PG-7111|PG-7115|PG-7119) AND (PST-7112|PST-7116|PST-7120) SHOULD BE ANSTALLED BEFORE PRECOM
4000-04,PI,4000-04-BFW-01-476,PI_TP,C,"ALL PRESSURE SAFTY VALVE (6""*4"" 150*300 LB) (PSV-7130|PSV-7131|PSV-7135) MUST BE INSTALLED AFTER XALIBRATION BEFORE PRECOM"
4000-04,PI,4000-04-BFW-05-700,PI_TP,B,ALL ORIGINAL B|N|G MUST BE INSTALEED AFTER TEST
4000-04,PI,4000-04-BFW-05-700,PI_TP,B,DUE TO HEAVY WEIGHT OF SPOOL AND PRESSURE APPLIED TO THE FLANGES AND WELDS THE SUPPORT SHOULD BE ADDED AND INSTALLED AT THE SPECIFIED AT THE SPECIFIED POINTS
4000-04,PI,4000-04-BFW-05-700,PI_TP,B,THE ADDED SUPPORT IN ISO SHOULD BE ASBULITED AND THE HISTORY SHEET MUST BE UPDATED
4000-04,PI,4000-04-BFW-05-700,PI_TP,B,IN ORDER TO RECIVE THE REINSTATE STAGE OF THE LINE | TE END OF SPOOL MUST BE COMPLETELY LEVEL IN THE FUNNEL OF THE UG LINE
4000-04,PI,4000-04-BFW-07-803,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-04,PI,4000-04-BFW-07-803,PI_TP,C,ALL TEMPORARY GASKET USED FOR PSV FLANGES ARE THE ORIGINAL GASKET REPLACED AFTER CALIBRATED
4000-04,PI,4000-04-BFW-10-961,PI_TP,C,All temporary gaskets used for the ptessure safety valves ( psv:7072 and 7073 ) must be orginal gaskets replaced after calibrated
4000-04,PI,4000-04-BFW-11-987,PI_TP,C,All installed valves should be lubricated
4000-04,PI,4000-04-BFW-11-987,PI_TP,C,All temporary gasket used for the two pcs gate valves and psv : 7072 and psv : 7073 must be replased with the orginal gaskets.
4000-04,PI,4000-04-HZ-01-551,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH
4000-04,PI,4000-04-LO-05-906,PI_TP,C,SIDE GLASS DIDN’T INSTALL
4000-04,PI,4000-04-LO-05-906,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH
4000-04,PI,4000-04-LPC-01-131,PI_TP,C,Due To Lack Of Stock And Shortage | Unistalled Spring Support Type 60 Must Be Procured And Intalled Before Precom
4000-04,PI,4000-04-LPS-01-462,PI_TP,C,"The Hose Coupling (Steam) 3/4""-NPT-3000# Must Be Installed Before The Precom"
4000-04,PI,4000-04-LPS-01-462,PI_TP,C,"Stud Bolts 1""x318 Should Be Installed Before Precom (32 PCS)"
4000-04,PI,4000-04-LPS-02-568,PI_TP,C,Original B18 | G16 SHOULD BE INSTALLED BEFORE Com
4000-04,PI,4000-04-LPS-02-568,PI_TP,C,Original G10 | B11 SHOULD BE INSTALLED BEFORE Com
4000-04,PI,4000-04-LPS-02-568,PI_TP,C,Original G11 | B12 SHOULD BE INSTALLED BEFORE Com
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,ALL VALVE AND N|B SHALL BE LUBRICATE
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,BOLT TIGHTENING SHALL BE DONE
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,(PG-7093) SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,(PT-7094) SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,(TI-7097) SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,(LST-7091A|7091B|7091C) SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-LPS-03-387,PI_TP,C,(LG-7091) SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-LPS-04-613,PI_TP,C,Spring Support (SP-1609|1610|1611|1612) Should Be Installed Befor The Precom
4000-04,PI,4000-04-MPC-01-934,PI_TP,C,support s1.3 shall be install
4000-04,PI,4000-04-MPC-01-934,PI_TP,C,sp1613 shall be install
4000-04,PI,4000-04-MPC-01-934,PI_TP,C,steam trap didn’t install nis
4000-04,PI,4000-04-MPC-01-934,PI_TP,C,opposite line shall be connect for n|b|g original
4000-04,PI,4000-04-NCD-02-694,PI_TP,B,ALL ORIGINAL B|N|G SHOULD BE INSTALLED BEFORE
4000-04,PI,4000-04-PH-01-246,PI_TP,C,LINE SHALL BE CONNECTED TO X-7001
4000-04,PI,4000-04-PH-01-246,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH
4000-04,PI,4000-04-PH-01-246,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-04,PI,4000-04-VA-01-506,PI_TP,C,TI-7098 MUST BEINSTALLED BEFORE PRECOM
4000-04,PI,4000-04-VA-01-506,PI_TP,C,TEMPORARY  GASKET INSTALL ACCORDING TO PRECOMM NOTE
4000-04,PI,4000-04-VA-02-507,PI_TP,C,ALL ORIGINAL GASKET SHOULD BE INSTALLED BEFORE PRECOMM
4000-04,PI,4000-04-VA-06-691,PI_TP,C,BIRD SCREEN SHOULD BE INSTALLED BEFORE PRECOM
4000-04,PI,4000-04-VA-08-714,PI_TP,C,BIRD SCREEN SHOULD BE INSTALLED BEFORE PRECOM
4000-05,PI,4000-05-BD-02-176,PI_TP,C,(FE 0002) SHALL BE INSTALLED BEFORE COMM
4000-05,PI,4000-05-BD-02-176,PI_TP,C,(FE 0001) SHALL BE INSTALLED BEFORE COMM
4000-05,PI,4000-05-BD-02-176,PI_TP,C,"THE INSULATION LIT 3""-150# SHOULD BE INSTALLED BEFORE PRECOMM"
4000-05,PI,4000-05-BD-02-176,PI_TP,C,"THE INSULATION LIT 4""-150# SHOULD BE INSTALLED BEFORE PRECOMM"
4000-05,PI,4000-05-BD-02-176,PI_TP,C,ALL VALVE SHALL BE LUBRICATE
4000-05,PI,4000-05-BD-02-176,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL ACCORDING TO PRECOMM NOTE ON P&ID
4000-05,PI,4000-05-BD-03-436,PI_TP,C,INSULATION KIT SHOULD BE INSTALLED BEFORE PRECOM
4000-05,PI,4000-05-BD-04-438,PI_TP,C,INSTRUMENT INDICATOR TG-7259 SHALL BE INSTALL
4000-05,PI,4000-05-BD-05-536,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-05,PI,4000-05-BD-07-789,PI_TP,C,grouting shall be complate
4000-05,PI,4000-05-BD-07-789,PI_TP,C,valve lubrication shall be complate
4000-05,PI,4000-05-BD-07-789,PI_TP,C,Tie - in joint shall be complate with opposite line in ( T. P 1046)
4000-05,PI,4000-05-BD-09-791,PI_TP,C,(LG-7257) SHOULD BE INSTALLED BEFORE Precomm
4000-05,PI,4000-05-BD-09-791,PI_TP,C,Data Sheet Of (LG-7257) Shall Be Attached To The Package
4000-05,PI,4000-05-VA-02-665,PI_TP,C,ALL ORIFICE PLATE DIDN’T INSTALL DUE TO PRECOMM ORDER
4000-05,PI,4000-05-VA-02-665,PI_TP,C,ALL GASKETS ARE TEMPORARY DUE TO PRECOMM NOTE ON P&ID
4000-06,PI,4000-06-CS-01-241,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL (FT:7504 AND TI:7502)
4000-06,PI,4000-06-CS-01-241,PI_TP,C,THE APPROVE WATER DEM ANALYSIS SHALL BE ATTACHE TO PACKAGE
4000-06,PI,4000-06-CS-01-241,PI_TP,C,ALL V ALVES SHALL BE LUBRICATE
4000-06,PI,4000-06-DMW-01-177,PI_TP,C,All Insturement Device Must Be Installed Before The Pre Com (TG-0005|PG-0014|FT-7503|FE5383)
4000-06,PI,4000-06-DMW-01-177,PI_TP,C,A Water Sample (DEM) Taken Inside Line For Analysis And Certified Certificated Must Be Attached The Package
4000-06,PI,4000-06-DMW-02-229,PI_TP,C,PMI SHALL BE DONE AFTER PRECOM
4000-06,PI,4000-06-DMW-02-229,PI_TP,C,(TG-2456) SHOULD BE INSTALLED BEFORE PRECOME
4000-06,PI,4000-06-DMW-02-229,PI_TP,C,ITEM 7 (TIC-5427) SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-02-229,PI_TP,C,ITEM 7 (FE-7091) SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-03-230,PI_TP,C,(PT-2455) AND (PG-2454) SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-03-230,PI_TP,C,(TI-2455) AND (TG-2454) SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,ITEM NO:17 (PG-7062) MUST BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,(G 13) GASKET SPIRAL WOUND 300# ORIGINAL SHALL BE INSTALLED BEFOR COMM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,WELD OF SUPPORT (S1) SHALL BE COMPLITED AND GROUTING SHALL BE DONE
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,GROUTING OF SUPPORT (S3) SHALL BE DONE BEFORE COMM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,G13 (GASKET SPIRAL WOUND) SHOULD BE INSTALLED BEFORE COMM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,WELD AND GROOTING OF SUPPORT (S1) SHALL BE DONE BEFOR COMM
4000-06,PI,4000-06-DMW-06-459,PI_TP,C,FINAL ALIGHNMENET (FLANGE CONNECTION WITH PUMP) SHALL BE DONE BEFORE COMM
4000-06,PI,4000-06-DMW-08-467,PI_TP,C,ANALYZ FOR DEM WATER SHALL BE ATTACH
4000-06,PI,4000-06-DMW-08-467,PI_TP,C,ALL VALVES SHALL BE LUBRICATE
4000-06,PI,4000-06-DMW-08-467,PI_TP,C,THE VENT HOLE OF THE FLOOR STAND SUPPORT SHALL BE FILLED WITH MASTIC AFTER PAINTING
4000-06,PI,4000-06-DMW-08-467,PI_TP,C,GROUTING UNDER THE BASE PLATE OF THE SUPPORT HAS NOT BE DONE. MUST BE DONE BEFORE PRECOMM
4000-06,PI,4000-06-DMW-09-468,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE INSTALLED AFTER TEST
4000-06,PI,4000-06-DMW-09-468,PI_TP,B,ALL ORIGINAL SUPPORT SHALL BE INSTALLED AND COMPELETED
4000-06,PI,4000-06-DMW-10-607,PI_TP,C,(AP-7001) ITEM 17 SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-10-607,PI_TP,C,(AP-7002) ITEM 17 SHOULD BE INSTALLED BEFORE PRECOM
4000-06,PI,4000-06-DMW-10-607,PI_TP,C,PMI SHALL BE DONE BEFORE PRECOMM
4000-06,PI,4000-06-DMW-11-608,PI_TP,C,ALL B|N|G SHALL BE INSTALL
4000-06,PI,4000-06-DMW-11-608,PI_TP,C,SOME ORIGINAL GASKETS DIDN’T INSTALL ACCORDING TO PRECOMM COMMENT
4000-06,PI,4000-06-DMW-13-611,PI_TP,C,LINE DIDN’T CONNECT TO OPPOSITE LINE IN DAMAVAND COMPANY
4000-06,PI,4000-06-DMW-14-644,PI_TP,C,STRAINER DIDN’T INSTALL. ACCORDING TO PRECOMM ORDER. AVAILABLE STRAINER SIZE ISNT MATCH.
4000-06,PI,4000-06-DMW-14-644,PI_TP,B,ALL ORIGINALL GASKETS AND STUD BOLTS SHOULD BE INSTALLED AFTER THE HYDRO TEST
4000-06,PI,4000-06-DMW-14-644,PI_TP,B,"THRADED 3/4"" CLASS 3000LB CAP ITEM MUST BE INSTALLED AFTER THE HYDRO TESTING"
4000-06,PI,4000-06-DMW-14-644,PI_TP,B,ALL UNISTALLED SUPPORTS SHOULD BE COMPLATED AFTER THE HYDRO TESTING
4000-06,PI,4000-06-DMW-14-644,PI_TP,B,FOR THE FLAPPER HYDRO TEST THE CHACK VALVE IS REMOVED AND INSTALLED AFTER THE TESTING
4000-06,PI,4000-06-DMW-14-644,PI_TP,C,THE SUPPORT TYPE FS124-10-H MUST BE PMI FROM THE WELDING PLACE TO THE ELBOW
4000-06,PI,4000-06-DMW-14-644,PI_TP,C,STAINLESS STEEL PIPE ISUSED AND SOME WELDS SHOULD BE PMI TO CONFIRM THE MATERIAL
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,ALL ORIGINAL SUPPORT SHALL BE COMPELETED
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,PG (7504A) SHALL BE INSTALL AFTER TEST
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,J:1 FLANGE SHALL BE PARALLEL WITH FLANGE OF PUMP BEFORE PRECOMM
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,J:1 FLANGE SHALL BE PARALLEL WITH FLANGE OF PUMP BEFORE PRECOMM
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,PG (7504B) SHALL BE INSTALL BEFORE TEST
4000-06,PI,4000-06-DMW-16-664,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL AS PRECOMM ORDER (P 7506A)
